transaction_id,date,customer_id,customer_name,customer_country,product_id,product_name,product_brand,product_price,quantity
1,2022-09-12,10.0,Lorraine Garcia,Honduras,1.0,laptop,Gonzalez-Forbes,36.0,9
2,2022-09-10,29.0,Stephanie Anderson,Brunei Darussalam,3.0,keyboard,Butler PLC,88.0,9
3,2022-09-08,29.0,Stephanie Anderson,Brunei Darussalam,2.0,earphones,Rosario LLC,95.0,2
4,2022-09-04,1.0,Samuel Burnett,Costa Rica,1.0,laptop,Gonzalez-Forbes,36.0,10
5,2022-09-13,15.0,Caitlin Berry,Sweden,1.0,laptop,Gonzalez-Forbes,36.0,4
6,2022-09-11,25.0,Cristina Henry,United States Virgin Islands,2.0,earphones,Rosario LLC,95.0,6
7,2022-09-08,28.0,William Matthews,El Salvador,3.0,keyboard,Butler PLC,88.0,4
8,2022-09-12,3.0,Colleen Villanueva,Argentina,3.0,keyboard,Butler PLC,88.0,4
9,2022-09-05,1.0,Samuel Burnett,Costa Rica,3.0,keyboard,Butler PLC,88.0,2
10,2022-09-08,28.0,William Matthews,El Salvador,3.0,keyboard,Butler PLC,88.0,9
11,2022-09-11,17.0,Adam Baker,Taiwan,3.0,keyboard,Butler PLC,88.0,8
12,2022-09-13,4.0,Michael Winters,Cayman Islands,1.0,laptop,Gonzalez-Forbes,36.0,3
13,2022-09-07,22.0,Bobby Kim DDS,Oman,2.0,earphones,Rosario LLC,95.0,10
14,2022-09-05,13.0,Heather Aguilar,Jamaica,1.0,laptop,Gonzalez-Forbes,36.0,2
15,2022-09-06,21.0,Joseph Miller,Reunion,1.0,laptop,Gonzalez-Forbes,36.0,1
16,2022-09-01,2.0,Tammy Garcia,Saint Helena,3.0,keyboard,Butler PLC,88.0,8
17,2022-09-13,7.0,Michael Bell,Macedonia,3.0,keyboard,Butler PLC,88.0,1
18,2022-09-11,17.0,Adam Baker,Taiwan,3.0,keyboard,Butler PLC,88.0,6
19,2022-09-06,16.0,Katrina Butler,Suriname,3.0,keyboard,Butler PLC,88.0,1
20,2022-09-08,12.0,Robert Dennis,Nicaragua,1.0,laptop,Gonzalez-Forbes,36.0,10
21,2022-09-09,15.0,Caitlin Berry,Sweden,1.0,laptop,Gonzalez-Forbes,36.0,1
22,2022-09-14,7.0,Michael Bell,Macedonia,3.0,keyboard,Butler PLC,88.0,6
23,2022-09-04,1.0,Samuel Burnett,Costa Rica,3.0,keyboard,Butler PLC,88.0,6
24,2022-09-12,25.0,Cristina Henry,United States Virgin Islands,1.0,laptop,Gonzalez-Forbes,36.0,6
25,2022-09-03,2.0,Tammy Garcia,Saint Helena,1.0,laptop,Gonzalez-Forbes,36.0,3
26,2022-09-09,17.0,Adam Baker,Taiwan,2.0,earphones,Rosario LLC,95.0,5
27,2022-09-03,17.0,Adam Baker,Taiwan,2.0,earphones,Rosario LLC,95.0,2
28,2022-09-12,30.0,Monica Wallace,Korea,2.0,earphones,Rosario LLC,95.0,6
29,2022-09-02,5.0,Anthony Benjamin,Pitcairn Islands,1.0,laptop,Gonzalez-Forbes,36.0,2
30,2022-09-07,16.0,Katrina Butler,Suriname,2.0,earphones,Rosario LLC,95.0,7
31,2022-09-08,27.0,Christina Kramer,Tokelau,2.0,earphones,Rosario LLC,95.0,8
32,2022-09-04,3.0,Colleen Villanueva,Argentina,1.0,laptop,Gonzalez-Forbes,36.0,10
33,2022-09-14,20.0,Gabriela Liu,Sri Lanka,2.0,earphones,Rosario LLC,95.0,1
34,2022-09-06,10.0,Lorraine Garcia,Honduras,2.0,earphones,Rosario LLC,95.0,1
35,2022-09-01,20.0,Gabriela Liu,Sri Lanka,2.0,earphones,Rosario LLC,95.0,8
36,2022-09-02,6.0,James Lee,Mauritania,2.0,earphones,Rosario LLC,95.0,7
37,2022-09-13,21.0,Joseph Miller,Reunion,2.0,earphones,Rosario LLC,95.0,3
38,2022-09-11,6.0,James Lee,Mauritania,2.0,earphones,Rosario LLC,95.0,6
39,2022-09-14,15.0,Caitlin Berry,Sweden,2.0,earphones,Rosario LLC,95.0,3
40,2022-09-02,22.0,Bobby Kim DDS,Oman,1.0,laptop,Gonzalez-Forbes,36.0,5
41,2022-09-07,4.0,Michael Winters,Cayman Islands,2.0,earphones,Rosario LLC,95.0,2
42,2022-09-13,10.0,Lorraine Garcia,Honduras,3.0,keyboard,Butler PLC,88.0,9
43,2022-09-08,30.0,Monica Wallace,Korea,2.0,earphones,Rosario LLC,95.0,2
44,2022-09-06,8.0,Erik Boyd,Guinea,3.0,keyboard,Butler PLC,88.0,3
45,2022-09-12,18.0,Taylor Brown,Cook Islands,3.0,keyboard,Butler PLC,88.0,7
46,2022-09-14,7.0,Michael Bell,Macedonia,3.0,keyboard,Butler PLC,88.0,8
47,2022-09-10,2.0,Tammy Garcia,Saint Helena,3.0,keyboard,Butler PLC,88.0,1
48,2022-09-02,17.0,Adam Baker,Taiwan,1.0,laptop,Gonzalez-Forbes,36.0,3
49,2022-09-12,27.0,Christina Kramer,Tokelau,2.0,earphones,Rosario LLC,95.0,7
50,2022-09-02,5.0,Anthony Benjamin,Pitcairn Islands,1.0,laptop,Gonzalez-Forbes,36.0,3
51,2022-09-02,7.0,Michael Bell,Macedonia,1.0,laptop,Gonzalez-Forbes,36.0,4
52,2022-09-09,6.0,James Lee,Mauritania,1.0,laptop,Gonzalez-Forbes,36.0,10
53,2022-09-14,2.0,Tammy Garcia,Saint Helena,3.0,keyboard,Butler PLC,88.0,7
54,2022-09-14,19.0,Sara Alvarez,Gabon,2.0,earphones,Rosario LLC,95.0,1
55,2022-09-02,24.0,Paige Dominguez,Lao People's Democratic Republic,3.0,keyboard,Butler PLC,88.0,7
56,2022-09-09,10.0,Lorraine Garcia,Honduras,3.0,keyboard,Butler PLC,88.0,2
57,2022-09-09,11.0,John Carr,France,2.0,earphones,Rosario LLC,95.0,8
58,2022-09-02,13.0,Heather Aguilar,Jamaica,2.0,earphones,Rosario LLC,95.0,4
59,2022-09-10,9.0,Francisco Jacobs,Zambia,1.0,laptop,Gonzalez-Forbes,36.0,3
60,2022-09-13,26.0,Christopher Cooper,Guadeloupe,1.0,laptop,Gonzalez-Forbes,36.0,10
61,2022-09-09,24.0,Paige Dominguez,Lao People's Democratic Republic,1.0,laptop,Gonzalez-Forbes,36.0,4
62,2022-09-01,20.0,Gabriela Liu,Sri Lanka,1.0,laptop,Gonzalez-Forbes,36.0,7
63,2022-09-10,24.0,Paige Dominguez,Lao People's Democratic Republic,3.0,keyboard,Butler PLC,88.0,1
64,2022-09-05,17.0,Adam Baker,Taiwan,1.0,laptop,Gonzalez-Forbes,36.0,9
65,2022-09-11,28.0,William Matthews,El Salvador,3.0,keyboard,Butler PLC,88.0,5
66,2022-09-09,16.0,Katrina Butler,Suriname,2.0,earphones,Rosario LLC,95.0,7
